"pid","assessed_value"
2395,557220.316658828
2396,535817.703495203
2397,487963.080103529
2398,594464.376210685
2399,651779.257864109
2400,558259.124475907
2401,497349.694425406
2402,582509.214795132
2403,985808.987525442
2404,1381006.43241652
2405,624681.054056718
2406,632962.899164343
2407,891340.187503821
2408,436817.213708199
2409,584056.845699114
2410,622651.449611663
2411,759819.260493345
2412,569714.955363547
2413,606602.788443165
2414,563760.455836881
2415,595400.096641998
2416,629936.003881366
2417,552974.224473233
2418,544768.054796075
2419,493184.03432394
2420,721407.852543282
2421,588025.561671972
2422,503693.01687262
2423,485447.104147793
2424,593963.115784066
2425,596339.742614668
2426,542995.535567176
2427,633789.023685945
2428,549148.289576381
2429,562412.117841798
2430,527149.548329914
2431,518386.671941641
2432,691782.697570263
2433,369792.682722859
2434,912933.955890055
2435,601627.399782791
2436,598036.98289747
2437,742716.61420435
2438,468678.557477289
2439,596229.912989149
2440,509932.444306745
2441,524225.427301675
2442,553199.189579771
2443,436796.971316829
2444,578300.895186165
2445,568346.761638596
2446,493844.153844795
2447,689075.328028325
2448,507286.256353121
2449,549560.284967068
2450,436492.720325623
2451,516094.678879782
2452,553865.120600961
2453,515062.416128903
2454,499197.185386461
2455,481789.696983623
2456,517475.51757954
2457,495358.276470291
2458,536445.434544062
2459,582702.141909514
2460,632019.765246284
2461,414038.596144812
2462,687767.052674089
2463,541894.423653394
2464,549792.779313812
2465,552938.935219803
2466,586931.588356025
2467,747727.532226135
2468,839886.911010302
2469,934176.090566573
2470,824577.721418203
2471,719609.060893259
2472,537648.91280286
2473,558063.475801627
2474,591192.548868226
2475,658631.491909082
2476,523977.826304119
2477,495032.287125853
2478,521709.750812287
2479,756314.204514372
2480,594790.855230383
2481,573541.728027591
2482,980763.962742117
2483,578219.972164502
2484,586026.296516409
2485,493025.339426254
2486,939619.507964468
2487,517420.78751905
2488,515579.981787679
2489,560361.537724166
2490,513162.352576838
2491,474216.713267126
2492,892407.148502449
2493,761569.688107364
2494,519399.156401696
2495,608574.612577433
2496,1029833.95356233
2497,628107.521382136
2498,629623.324839462
2499,533956.04614683
2500,560605.432427931
2501,537439.603942833
2502,585851.692532433
2503,569287.405075368
2504,431091.706576168
2505,620387.911965906
2506,510310.17996091
2507,529199.025289213
2508,654214.301355509
2509,616128.456158609
2510,575091.860073152
2511,776456.87541192
2512,570724.459887187
2513,521899.337304602
2514,476653.090931094
2515,553949.021481002
2516,483569.657185185
2517,557286.351305426
2518,574767.319512384
2519,535278.509851828
2520,527656.209363937
2521,626729.221783253
2522,627376.619506823
2523,789260.159855657
2524,622488.795143166
2525,602261.937322072
2526,595008.456926498
2527,554855.993967806
2528,581136.572476818
2529,611113.803903658
2530,594768.012295701
2531,504927.454160327
2532,694842.929658858
2533,562345.174748626
2534,1278001.31568508
2535,562009.491250062
2536,609394.955421066
2537,517202.142261513
2538,480756.020126887
2539,614131.656011573
2540,523815.908316546
2541,513333.466010489
2542,649438.905777926
2543,573086.75518678
2544,526999.292195423
2545,359393.044244914
2546,480926.429855173
2547,565544.928046866
2548,545273.736820698
2549,594734.11565345
2550,521763.446816658
2551,524243.518385538
2552,597499.569486255
2553,686296.753902188
2554,529815.430376028
2555,468714.502659807
2556,589250.174436754
2557,1189197.23436266
2558,571351.175027586
2559,600837.728693681
2560,539256.623456692
2561,534959.117967637
2562,500433.449114793
2563,1134401.13926461
2564,1341147.60636957
2565,619930.069969163
2566,579307.001520546
2567,683883.735073702
2568,548613.011757844
2569,608389.370723157
2570,806503.894779461
2571,618999.988099791
2572,1063367.59328073
2573,501838.160113125
2574,541674.145254308
2575,574171.456987605
2576,479109.588649089
2577,515299.16707285
2578,596713.793167472
2579,543581.134819296
2580,619724.861086197
2581,504629.786756331
2582,452697.542999326
2583,562036.668430191
2584,624785.788823123
2585,588908.256728307
2586,499175.820332199
2587,1208061.78951364
2588,523087.557642159
2589,567919.219894214
2590,461459.402876112
2591,479348.010117277
2592,549611.283380405
2593,529815.430376028
2594,683006.896581782
2595,515062.416128903
2596,678353.20364726
2597,609945.485158134
2598,1094694.70428128
2599,518884.588951752
2600,739558.456794851
2601,583980.023111783
2602,769480.550087253
2603,593200.708075181
2604,614698.272280431
2605,524851.332067845
2606,604824.431595471
2607,508890.126089378
2608,614561.680824012
2609,524949.12663321
2610,766695.860426199
2611,631737.45710784
2612,636486.182324154
2613,535021.353815511
2614,540823.090428174
2615,593746.350627225
2616,573848.140877069
2617,445366.02305485
2618,662017.714317781
2619,495310.354144819
2620,584598.07129538
2621,543628.894597587
2622,539575.149320275
2623,513764.234925615
2624,474987.591190054
2625,425033.727321959
2626,646041.436009931
2627,1342298.40143198
2628,578274.366251818
2629,530937.74084797
2630,653844.973713885
2631,631141.785207858
2632,492909.785769777
2633,563744.501158974
2634,486235.357634785
2635,527813.844790456
2636,602901.125665141
2637,573291.610866099
2638,631396.531855774
2639,530267.683629805
2640,498829.229540903
2641,519869.676482473
2642,724232.77971029
2643,630861.870111634
2644,519562.741633405
2645,516095.229799693
2646,784269.095954509
2647,429168.059972606
2648,546673.790057408
2649,514139.431723166
2650,601204.984719969
2651,572787.041319758
2652,498412.845626183
2653,646105.845858358
2654,569890.901603557
2655,581152.602083729
2656,622855.146270685
2657,577357.438530185
2658,586439.884063335
2659,912234.394523975
2660,537453.495554197
2661,549200.817937556
2662,676094.117553282
2663,505700.692447407
2664,619270.609098305
2665,515706.393574817
2666,588968.375940542
2667,493844.153844795
2668,632923.424352148
2669,551600.637008472
2670,500601.124386227
2671,612832.730705599
2672,427548.984739625
2673,575552.542945662
2674,450175.634543278
2675,528564.892455383
2676,1258567.12223362
2677,1279287.16037982
2678,599180.713341755
2679,553865.120600961
2680,543485.848591342
2681,580798.730908534
2682,478564.194465722
2683,651925.500254365
2684,509711.484303566
2685,534630.119030718
2686,599298.595682774
2687,570717.84118459
2688,509378.225880934
2689,1414095.37665678
2690,566480.953017182
2691,508439.984648342
2692,1106131.83430937
2693,599865.005438777
2694,546004.139478033
2695,515170.682334085
2696,576427.571348817
2697,543293.525797496
2698,519753.244359696
2699,1034243.1210504
2700,671660.163247485
2701,613709.996319334
2702,603382.655489105
2703,510313.008480278
2704,574442.842467417
2705,517706.553035828
2706,474799.460231152
2707,589877.68031836
2708,495578.624788987
2709,520404.8284311
2710,509971.615246719
2711,781883.497475505
2712,600566.023752974
2713,603634.390477185
2714,586362.209419092
2715,569432.740144313
2716,570494.075510365
2717,677899.682938505
2718,803791.94988353
2719,664905.193376558
2720,583257.815051432
2721,591107.018163476
2722,938754.522098458
2723,570067.886248987
2724,581740.460127249
2725,559970.049229183
2726,883933.810627905
2727,545178.953554793
2728,475019.217602512
2729,508742.170127371
2730,513792.676615544
2731,551276.275753403
2732,520170.405789528
2733,524131.563440361
2734,501581.174269523
2735,612297.55040792
2736,510651.047037365
2737,713660.461030767
2738,878183.5306283
2739,590766.349034338
2740,538060.334608717
2741,642113.469224464
2742,588656.131300518
2743,533882.404381144
2744,549700.589208153
2745,525920.287728946
2746,543137.844504372
2747,1181598.35788367
2748,612832.730705599
2749,551524.705347632
2750,706627.551013241
2751,530140.21748178
2752,776260.651792621
2753,713103.027104815
2754,549660.121763637
2755,500240.083480961
2756,683475.104598893
2757,504408.259520521
2758,521859.873790981
2759,433169.133692431
2760,494133.045435052
2761,563225.559926
2762,612317.73968643
2763,646308.046035744
2764,503751.098166768
2765,484589.778275295
2766,960893.361983932
2767,491838.121985414
2768,1099116.79917218
2769,553865.120600961
2770,677677.207443682
2771,530365.056772723
2772,546085.071449449
2773,568444.095922656
2774,541687.258924495
2775,516879.758147143
2776,487796.52988909
2777,468714.502659807
2778,1397293.05718219
2779,562672.432561728
2780,507007.699183178
2781,570922.566536367
2782,557387.059874133
2783,482262.491484292
2784,988446.981761324
2785,426278.157821465
2786,522172.118417942
2787,601127.018589193
2788,701679.103725596
2789,464934.774052641
2790,392189.500986252
2791,714889.565662466
2792,1042567.23805928
2793,549367.916547618
2794,505029.087059593
2795,482687.534114975
2796,729012.727863725
2797,541928.413324625
2798,561009.434694644
2799,723774.304348479
2800,591137.506358984
2801,522073.796260091
2802,578152.037717285
2803,477502.380360051
2804,492890.070516404
2805,575809.765937719
2806,633067.045499211
2807,495747.064738465
2808,535117.123617908
2809,525508.656382726
2810,585510.787579142
2811,544519.999781531
2812,486235.357634785
2813,847947.250338903
2814,499611.986457931
2815,510681.391827807
2816,488981.796783859
2817,521709.750812287
2818,1471487.06584672
2819,575633.504726828
2820,565103.676362321
2821,590105.500875651
2822,546496.387707745
2823,615354.241796555
2824,1071156.84028405
2825,540890.338069792
2826,431434.662748238
2827,514203.48475396
2828,454436.980809128
2829,486235.357634785
2830,996427.781205628
2831,548652.347550082
2832,470965.854121448
2833,484937.10707557
2834,513109.702203787
2835,460029.677383041
2836,519975.279868094
2837,630354.992522398
2838,731389.346715725
2839,620592.828917059
2840,543962.40603021
2841,635615.378937936
2842,629565.361899914
2843,503245.261293152
2844,481119.856730482
2845,903380.599596719
2846,511489.109018858
2847,611527.29830066
2848,637117.088987802
2849,508439.984648342
2850,579612.091806114
2851,523743.601190996
2852,509882.949405065
2853,480728.633540586
2854,505866.60760069
2855,529981.927222571
2856,577169.848070376
2857,529944.037316141
2858,527356.882329724
2859,611282.483550295
2860,585920.507928882
2861,574634.629069858
2862,593857.472347981
2863,534834.722076469
2864,425572.856481921
2865,839714.302328775
2866,630312.757306506
2867,973131.615077419
2868,561509.723724113
2869,603448.082610167
2870,528072.231708079
2871,1350387.80583052
2872,592560.065955696
2873,982836.165688339
2874,496323.794523033
2875,522705.845819825
2876,481161.786766337
2877,580120.054316581
2878,538820.822358894
2879,530363.733578431
2880,543539.265876505
2881,616256.35611302
2882,497127.802659092
2883,512517.85679844
2884,553356.996599451
2885,550447.214557433
2886,572927.745237349
2887,631694.926729847
2888,1004628.70511775
2889,493783.076310593
2890,541544.044000768
2891,538424.881728103
2892,503702.291609601
2893,549117.913499527
2894,655784.195414321
2895,622268.632093853
2896,505946.430159978
2897,553344.198394989
2898,1112158.73151682
2899,553068.548538218
2900,543527.621733358
2901,581042.424903704
2902,521463.540426988
2903,553312.548677158
2904,498666.811747939
2905,820742.681313318
2906,564608.752265845
2907,575807.417336286
2908,545974.1828386
2909,527334.007660456
2910,635928.053445228
2911,569405.146234588
2912,665810.820859856
2913,579032.230433749
2914,682952.737015593
2915,539249.838924041
2916,698318.149786555
2917,702232.615729167
2918,584510.005003633
2919,616097.193745698
2920,660077.531285347
2921,481466.371566596
2922,605721.788387148
2923,678628.190960365
2924,548450.104312994
2925,521941.860090512
2926,611503.069075506
2927,508935.543015437
2928,521829.040644474
2929,521525.214165125
2930,626689.974136604
2931,511798.485360555
2932,571872.746768208
2933,504827.436964572
2934,1010251.8825775
2935,481789.696983623
2936,546971.751707438
2937,430691.714372851
2938,402578.909659853
2939,508772.478491856
2940,479845.421446568
2941,587850.236933482
2942,627444.401333843
2943,591651.279856863
2944,509706.950552845
2945,610207.795207045
2946,554731.079559321
2947,571808.477590484
2948,610432.47456607
2949,932701.116838534
2950,581993.422725648
2951,1216561.88796061
2952,1295487.44422567
2953,548553.382421231
2954,575585.815717647
2955,501943.104496913
2956,498666.160835197
2957,590169.979377449
2958,549792.779313812
2959,553347.72518033
2960,603555.248735695
2961,528555.693168406
2962,684925.558883492
2963,559724.419946016
2964,626111.329896225
2965,758012.97131296
2966,636150.976922472
2967,551722.093385758
2968,515951.47101044
2969,536095.315172414
2970,674776.28995952
2971,579550.157090969
2972,499192.480342339
2973,524822.81513568
2974,548861.33636724
2975,600559.714142629
2976,596097.255064579
2977,698642.745175803
2978,581562.292609133
2979,534813.785740988
2980,560205.52803226
2981,509536.449301048
2982,468839.548140244
2983,545273.736820698
2984,539706.317451777
2985,669741.068975022
2986,478468.359175891
2987,602681.687527122
2988,546215.124298061
2989,549883.832747356
2990,475826.265428298
2991,554128.950235811
2992,621128.5824696
2993,712912.735466616
2994,557024.032196139
2995,497940.559682184
2996,859004.134270771
2997,600566.023752974
2998,566997.194316449
2999,1147353.07769803
3000,529759.104958231
3001,589042.449085743
3002,658760.224321014
3003,511563.800005539
3004,641534.209026545
3005,610217.696423041
3006,527356.882329724
3007,553842.661004821
3008,565025.109526953
3009,621053.103684068
3010,562576.69419685
3011,934990.018261732
3012,467765.898368139
3013,604756.741282324
3014,561331.501135811
3015,561156.413892683
3016,559925.229875907
3017,602762.523376772
3018,474317.864029115
3019,617131.450110622
3020,1021936.84399085
3021,771187.297270506
3022,1131680.67394806
3023,597254.678690342
3024,569613.473616966
3025,612832.730705599
3026,1008479.86733149
3027,389558.947487815
3028,1428607.87478499
3029,577672.870105678
3030,502426.688459571
3031,541894.423653394
3032,582893.586718056
3033,516858.102717551
3034,908887.332285058
3035,605641.100333988
3036,580798.730908534
3037,549367.916547618
3038,608714.477966763
3039,507492.057276445
3040,535037.193594563
3041,500601.124386227
3042,448244.463162422
3043,538387.683336465
3044,1223363.71469713
3045,485627.941746194
3046,582509.775574882
3047,498653.274830108
3048,477249.5887835
3049,623080.141689238
3050,1309475.81690707
3051,635848.200979757
3052,589442.027210777
3053,544733.674379881
3054,602408.438130394
3055,585041.222189302
3056,527052.952809818
3057,663466.198770836
3058,591087.388821921
3059,773298.185951256
3060,565070.26959132
3061,586902.856176674
3062,565127.49206232
3063,524963.320684031
3064,494223.981352798
3065,481688.223564897
3066,500601.124386227
3067,578274.366251818
3068,624913.53309368
3069,509378.225880934
3070,493212.906663906
3071,560142.760571616
3072,580410.121593296
3073,1359023.92986464
3074,563750.820109488
3075,698213.185621313
3076,611380.745494039
3077,712330.200631931
3078,652734.58121509
3079,619977.086692087
3080,484141.308607042
3081,518430.019456271
3082,547434.16406545
3083,518922.58195245
3084,435042.796464726
3085,541123.38555755
3086,573397.171795248
3087,755585.98579748
3088,602052.799373051
3089,652022.745624511
3090,511578.772897187
3091,963819.657478765
3092,574763.912082642
3093,518790.01816834
3094,511192.287179277
3095,552616.530163952
3096,573579.367336124
3097,528001.038222373
3098,677703.762328519
3099,509795.754152593
3100,507962.138418342
3101,566702.22893362
3102,558259.124475907
3103,513018.198009615
3104,531742.597303984
3105,653841.379264837
3106,604886.322550957
3107,573997.726240002
3108,601178.698029016
3109,667160.352286965
3110,740797.641903138
3111,532094.006891136
3112,711527.806194638
3113,467372.27316717
3114,563147.102331924
3115,597773.712241329
3116,722146.557311835
3117,596353.695536269
3118,591920.672247768
3119,634546.960623718
3120,529394.404276963
3121,529498.434933531
3122,553937.188867731
3123,566236.298113191
3124,684771.615561476
3125,537006.849365055
3126,1363435.27069204
3127,707074.862288396
3128,579825.980048135
3129,639694.249962814
3130,1109336.44896399
3131,577800.840700885
3132,515480.056718269
3133,531935.870853752
3134,670356.199985279
3135,552100.823804815
3136,576294.400807418
3137,608882.415608864
3138,582576.728564504
3139,617335.847164422
3140,570177.52351405
3141,599185.207581456
3142,624259.246127162
3143,482925.853345788
3144,508893.787838383
3145,607967.077509266
3146,497330.270635336
3147,1020411.56109198
3148,543882.336910602
3149,583324.360963528
3150,501574.511464883
3151,525658.438915622
3152,527608.588421796
3153,583803.031287479
3154,536809.040207768
3155,552932.468751964
3156,599999.158822965
3157,584594.72026813
3158,609187.338400923
3159,545850.263564434
3160,735235.4155522
3161,513333.466010489
3162,595135.609260838
3163,560162.158503628
3164,529078.90656824
3165,578645.809094671
3166,557554.973323066
3167,1255018.08651547
3168,1322987.21149009
3169,469250.96807912
3170,594940.624828666
3171,457360.15778417
3172,538899.257445391
3173,486235.357634785
3174,528446.348442633
3175,547159.41794705
3176,510993.550703607
3177,571034.226425826
3178,841583.280767471
3179,535621.210743565
3180,483090.102669772
3181,671147.135613436
3182,1023467.67586976
3183,586387.976565173
3184,564964.645273487
3185,504286.130522489
3186,582537.601954588
3187,509115.761484933
3188,670201.783778508
3189,585624.329346776
3190,553865.120600961
3191,594631.049058439
3192,399522.741556883
3193,719987.220914487
3194,524713.38906745
3195,625888.962094251
3196,618933.883556229
3197,635223.999093607
3198,548967.60959691
3199,441652.10777727
3200,629863.31612088
3201,523316.885338507
3202,1196731.45262381
3203,1575205.92983546
3204,621164.107352977
3205,584411.301869778
3206,597643.820951903
3207,1376395.30619585
3208,548534.047017414
3209,617984.985483151
3210,599608.138699112
3211,492032.480265115
3212,481735.24120244
3213,499330.594089609
3214,580560.04873493
3215,488659.37803277
3216,569404.249730173
3217,1076343.40236005
3218,829998.136743827
3219,587595.428340839
3220,594768.012295701
3221,527707.910987655
3222,553116.642607263
3223,561615.362287058
3224,515062.416128903
3225,515965.720734548
3226,496660.909912772
3227,562793.644434933
3228,1145088.44797758
3229,526074.132165706
3230,642501.20481929
3231,743686.596992406
3232,516018.745447774
3233,828033.810443862
3234,511489.109018858
3235,555904.713613731
3236,463862.120686114
3237,659551.402904175
3238,977431.293810406
3239,640181.432120946
3240,517475.51757954
3241,1706170.52264925
3242,769574.364198187
3243,666173.562253826
3244,505735.421751251
3245,525256.107038943
3246,526892.757608162
3247,651524.771272851
3248,486363.710623802
3249,417278.992288485
3250,457397.171343023
3251,560313.044110074
3252,600439.768135553
3253,542463.571270497
3254,572986.150643783
3255,554847.125925331
3256,558289.895349994
3257,492703.270347932
3258,778372.917598599
3259,542108.647814903
3260,595429.209093732
3261,559556.793902992
3262,549862.291723582
3263,555604.772715883
3264,487801.869202527
3265,535757.085781152
3266,647038.965367562
3267,1474685.64160641
3268,548646.290165905
3269,676293.870031233
3270,1171885.68931233
3271,801913.187438189
3272,763082.675500464
3273,527371.633581986
3274,582972.107071109
3275,616770.277372685
3276,799461.548022004
3277,560718.17364031
3278,526074.132165706
3279,541714.84289157
3280,544036.348743778
3281,456906.709802039
3282,661212.70102666
3283,512731.359359576
3284,466825.224350814
3285,532592.872799794
3286,865047.237715387
3287,521709.750812287
3288,622759.990404253
3289,528720.929020206
3290,493872.079721394
3291,534706.263614356
3292,611407.093893616
3293,588222.166223908
3294,512430.1648823
3295,528898.452980515
3296,540060.733122028
3297,698225.226901221
3298,638840.913514899
3299,595368.746738544
3300,534372.598102968
3301,604626.803505439
3302,540671.104058596
3303,604367.081575183
3304,562446.399276679
3305,569932.204769143
3306,426754.571705002
3307,499045.133382971
3308,492053.450368662
3309,581380.752463724
3310,480156.222938754
3311,763866.91805135
3312,531943.137895029
3313,564830.579047924
3314,690387.912594975
3315,586133.427001334
3316,538111.486342502
3317,586324.239033617
3318,454683.367986821
3319,687685.769857112
3320,593277.15680982
3321,573831.815590363
3322,689907.820981821
3323,536989.129609999
3324,476348.965589333
3325,565502.080845364
3326,573927.397326069
3327,546496.387707745
3328,741013.325150465
3329,763821.14489877
3330,871259.577712474
3331,587179.028128297
3332,595736.807303721
3333,533253.165336574
3334,528042.587125846
3335,550780.065101299
3336,501060.879677301
3337,556598.13306758
3338,613702.790891321
3339,631228.42822015
3340,665540.625124387
3341,584038.874260966
3342,607731.616269276
3343,518839.486856382
3344,618758.829755518
3345,426250.406680734
3346,534747.012209305
3347,612153.13038136
3348,454683.367986821
3349,522337.306621553
3350,569908.873373954
3351,457030.435125442
3352,426754.571705002
3353,604697.558825181
3354,571486.801976752
3355,523276.150822021
3356,442094.200476249
3357,573355.562028217
3358,507128.515231439
3359,594931.365561335
3360,1572084.51520702
3361,598973.286701691
3362,584134.345043125
3363,580292.050286733
3364,580181.138054955
3365,499384.335782543
3366,936991.580227367
3367,876538.015025429
3368,774224.327830222
3369,564494.669403593
3370,556612.187128331
3371,527889.110147356
3372,557662.274532254
3373,610547.6373548
3374,545178.953554793
3375,591524.105688509
3376,508049.967025023
3377,700350.161233924
3378,621202.81795932
3379,564060.08011363
3380,500516.811059594
3381,948810.847412581
3382,614497.839696462
3383,535841.051371535
3384,569627.941684335
3385,593189.901102769
3386,603521.892943103
3387,568983.626689161
3388,1222870.33850256
3389,553364.48356182
3390,530267.683629805
3391,1003455.80510583
3392,571148.589315922
3393,707313.430028194
3394,604415.677248775
3395,607898.172033677
3396,427339.672353914
3397,553364.700244938
3398,610577.195590143
3399,461510.204210572
3400,489530.81932094
3401,569144.610241797
3402,529208.429705002
3403,615145.315280368
3404,542463.571270497
3405,573521.339581507
3406,498062.341921135
3407,600827.063583445
3408,546496.387707745
3409,707228.096819866
3410,564216.237084799
3411,396008.383551478
3412,618357.987627384
3413,952341.668776809
3414,534921.855189232
3415,491920.343467074
3416,507962.138418342
3417,593540.981428262
3418,517984.263539584
3419,489603.554363504
3420,562009.491250062
3421,540723.919155576
3422,537697.974246474
3423,571162.592130202
3424,605503.784086831
3425,561872.34421416
3426,497402.034345546
3427,570922.566536367
3428,529399.554734156
3429,564494.669403593
3430,587192.83088882
3431,1038649.0099906
3432,595600.92839534
3433,517940.713515939
3434,678860.826768489
3435,617779.468251529
3436,1079727.71706072
3437,529944.037316141
3438,538899.257445391
3439,542261.881600265
3440,591781.328248627
3441,549804.184372118
3442,496218.432660086
3443,511937.911664284
3444,1030043.44598849
3445,609343.672074608
3446,744582.497677671
3447,897485.82305859
3448,494133.045435052
3449,488029.686907748
3450,922606.818703213
3451,659890.783853168
3452,588174.987275254
3453,582025.310509265
3454,794443.315738506
3455,469129.144462034
3456,513333.466010489
3457,872163.852719602
3458,427160.938443236
3459,651541.001756863
3460,615406.408383642
3461,958181.878654476
3462,638638.610246644
3463,543388.242564114
3464,467750.174360833
3465,627119.156447033
3466,1039889.21546647
3467,631737.45710784
3468,599416.338460177
3469,635867.017700822
3470,562757.210138815
3471,595429.209093732
3472,529123.056262242
3473,401623.703827208
3474,541335.5994167
3475,559646.129545049
3476,589808.776121229
3477,508445.952988389
3478,568482.154799119
3479,524072.76854661
3480,578941.756107771
3481,491439.947223101
3482,432110.771695086
3483,559674.364813778
3484,551400.778232958
3485,600871.958097626
3486,538556.908322261
3487,496638.885935801
3488,560103.528974837
3489,537526.263739178
3490,557790.500658854
3491,1026156.14292077
3492,619973.32266636
3493,664133.261020158
3494,650280.816488974
3495,547050.764859267
3496,561773.227686926
3497,586101.477382422
3498,1078403.33571766
3499,653096.10915634
3500,617131.450110622
3501,595490.078670383
3502,551600.637008472
3503,523316.885338507
3504,623983.816516547
3505,566537.697804579
3506,657188.149268751
3507,510993.550703607
3508,510069.535242142
3509,483820.800900654
3510,963625.403326635
3511,544036.348743778
3512,508147.983432987
3513,566236.298113191
3514,890030.833885385
3515,610480.968180162
3516,539857.697201108
3517,529815.430376028
3518,508752.184904367
3519,609177.703924146
3520,685555.71490755
3521,1157165.49676023
3522,743213.176278657
3523,479522.500038827
3524,552173.446240711
3525,778447.416707494
3526,605795.270194636
3527,573590.547721125
3528,531002.941361911
3529,845928.212805682
3530,587539.783050457
3531,662574.828385252
3532,517475.51757954
3533,589448.78950478
3534,553650.225437799
3535,598304.481007685
3536,1211974.32253863
3537,589028.446404555
3538,532592.872799794
3539,591053.270647418
3540,500601.124386227
3541,807352.818431136
3542,673320.279977544
3543,521709.750812287
3544,600569.934475041
3545,616249.718310335
3546,554705.310677575
3547,536649.185878153
3548,587165.120164932
3549,580642.155681864
3550,1307045.42824129
3551,586465.035542568
3552,520375.990012062
3553,1335899.77103391
3554,537957.039293675
3555,644791.776795566
3556,538485.18827846
3557,591756.622659047
3558,540507.400098033
3559,496938.183604825
3560,473614.538160513
3561,1100493.85234952
3562,835054.837967862
3563,1554044.20830306
3564,1018046.13613513
3565,641050.249497778
3566,485113.552255539
3567,593741.059784976
3568,588656.131300518
3569,712049.58796726
3570,666133.006338576
3571,625632.436181093
3572,617131.450110622
3573,521189.149765032
3574,575661.868270262
3575,527638.847742501
3576,544036.348743778
3577,478103.533477454
3578,509999.253049631
3579,615145.315280368
3580,579459.921796631
3581,493184.03432394
3582,556256.113814524
3583,568552.980942348
3584,1388490.84990508
3585,516876.317364828
3586,458520.34426477
3587,492997.159860714
3588,640395.529725246
3589,980293.944658038
3590,528846.549883746
3591,489011.908155254
3592,513085.852107395
3593,546496.387707745
3594,485026.825997859
3595,1160364.03442495
3596,485302.209876054
3597,614091.486630751
3598,552554.746072198
3599,561573.413482079
3600,579020.986027694
3601,604228.55255108
3602,589442.027210777
3603,503494.85243829
3604,576069.210604353
3605,570762.895823939
3606,455079.590137122
3607,591068.703866197
3608,874389.384773558
3609,654766.464536559
3610,513018.198009615
3611,548940.177186684
3612,528525.607954718
3613,1547378.61415205
3614,625537.599086644
3615,601019.778407323
3616,553865.120600961
3617,716672.717525829
3618,524329.485089222
3619,525820.228051597
3620,555607.862059193
3621,516180.882893883
3622,529653.92878794
3623,521709.750812287
3624,578843.034343741
3625,574766.325560696
3626,486891.694489167
3627,490748.973563102
3628,584980.501500332
3629,497468.462029645
3630,472158.237788418
3631,525902.694544278
3632,576958.117099522
3633,1107406.18391206
3634,656478.395766793
3635,942326.901843575
3636,546971.751707438
3637,568937.057529377
3638,660398.750324436
3639,529815.430376028
3640,534008.366472956
3641,651767.806184784
3642,959917.280879243
3643,586324.239033617
3644,547963.567818085
3645,593447.245825295
3646,521088.228120466
3647,425705.045904832
3648,611396.184229353
3649,580968.450273457
3650,535211.136193297
3651,632799.061740435
3652,566866.097404786
3653,518239.699269587
3654,514751.661145972
3655,591140.526617415
3656,629666.95846412
3657,463304.170799054
3658,853259.478657
3659,554920.066219373
3660,583696.892692879
3661,620555.396838008
3662,560762.484843674
3663,538899.257445391
3664,490854.455468924
3665,541253.24714604
3666,540746.859343126
3667,615942.001071726
3668,539888.570471714
3669,794994.487913173
3670,504629.786756331
3671,532094.006891136
3672,537584.512012008
3673,537817.468066524
3674,599908.761436267
3675,504629.786756331
3676,479937.588956497
3677,526558.926759012
3678,514356.094754263
3679,593950.524927679
3680,1084324.99239105
3681,700076.514219465
3682,553010.746697596
3683,543137.844504372
3684,468678.557477289
3685,1060908.30968631
3686,522047.996814432
3687,677545.000413805
3688,501080.29570416
3689,603615.600565813
3690,618999.988099791
3691,549040.423069433
3692,556492.733909201
3693,593487.428391843
3694,568981.287346407
3695,624796.14569615
3696,608886.695854118
3697,558762.985152868
3698,610802.571657712
3699,466286.456272031
3700,522619.416775019
3701,522065.896632767
3702,581334.832356827
3703,679678.139197669
3704,1138859.91428764
3705,539258.479179989
3706,529528.65124276
3707,511419.645438316
3708,569032.981876564
3709,574467.833336638
3710,618999.988099791
3711,603120.797757134
3712,700631.462677535
3713,524478.45619546
3714,595600.92839534
3715,565103.676362321
3716,509308.12174831
3717,530365.056772723
3718,491439.947223101
3719,514865.278380223
3720,609254.301195037
3721,627246.513780378
3722,618967.988630943
3723,613843.590333375
3724,537948.097897384
3725,587922.499295217
3726,604906.401476322
3727,611527.29830066
3728,588025.561671972
3729,1018903.29213141
3730,597794.847298946
3731,580885.579164312
3732,494750.002012685
3733,553937.188867731
3734,566732.819175997
3735,534834.722076469
3736,902918.353593006
3737,554955.176595554
3738,571486.801976752
3739,503399.392088928
3740,559731.002313185
3741,536512.164613478
3742,587964.89672158
3743,534921.855189232
3744,570971.613869086
3745,546805.532066762
3746,558428.837251652
3747,575149.131552314
3748,1287320.87625696
3749,459067.059124497
3750,550676.282848346
3751,1058868.53294591
3752,549012.678682074
3753,497608.627046709
3754,544937.9863907
3755,468942.263891698
3756,515926.294570023
3757,575635.893188983
3758,545563.05295225
3759,461952.620416421
3760,625517.710958077
3761,591137.506358984
3762,544350.355770156
3763,843467.497863964
3764,436663.874331281
3765,615894.975663992
3766,518275.128582604
3767,591186.587779188
3768,585920.507928882
3769,493212.906663906
3770,624133.439250677
3771,1152993.0160159
3772,764313.596798238
3773,670490.76315562
3774,621869.291669599
3775,633799.020095995
3776,841583.280767471
3777,764217.013304517
3778,633499.309999583
3779,580798.730908534
3780,481189.90946857
3781,511357.86001234
3782,623417.372901664
3783,510998.777575487
3784,881083.107885347
3785,613776.895022952
